Id,dateTime,hour,day,month,weekday,source,destination,rideshare,rideCategory,price,distance,surgeMultiplier,weather,temperature,precipProbability,humidity,windSpeed,windGust,ozone
bebaf,2020-11-11 23:45:00,23,11,11,Wed,Boston University,Theatre District,Uber,Black SUV,24.48,3.576,1,cloudy,32.81,0,0.6,2.24,2.6,326.2
f0f3a,2020-11-15 04:00:00,4,15,11,Sun,Boston University,Theatre District,Uber,WAV,24.48,3.576,1,rain,41.48,1,0.88,10.38,15.65,326
10faa,2020-11-01 07:03:00,7,1,11,Sun,Beacon Hill,Haymarket Square,Uber,Taxi,24.48,1.788,1,cloudy,48.67,0,0.93,1.37,1.42,290.6
47dd0,2020-11-16 18:00:00,18,16,11,Mon,North Station,Fenway,Uber,UberX,25.2,3.66,1,clear-day,32.2,0,0.39,13.07,22.26,374.5
a49e7,2020-11-12 18:00:00,18,12,11,Thu,West End,Fenway,Uber,UberXL,25.2,3.408,1,partly-cloudy-day,47.22,0,0.49,4.5,4.55,286.4
f0bed,2020-11-26 15:51:00,15,26,11,Thu,South Station,Theatre District,Uber,Black,25.2,1.56,1,partly-cloudy-day,42.64,0,0.58,8.32,12.36,349.8
55c7a,2020-11-11 17:50:00,17,11,11,Wed,Financial District,Northeastern University,Uber,UberPool,25.2,3.96,1,partly-cloudy-day,32.64,0,0.52,2.43,3.18,325.1
9bd54,2020-11-24 12:41:00,12,24,11,Tue,North End,Beacon Hill,Uber,WAV,25.2,2.148,1,cloudy,42.7,0,0.91,2.48,2.58,295.6
28494,2020-11-01 05:32:00,5,1,11,Sun,Beacon Hill,Northeastern University,Uber,Black,25.2,2.304,1,partly-cloudy-night,36.02,0,0.75,2.52,2.57,287.5
282cf,2020-11-12 21:40:00,21,12,11,Thu,Northeastern University,Beacon Hill,Uber,Taxi,25.2,3.132,1,partly-cloudy-night,44.31,0,0.64,3.18,4.35,288.1
17888,2020-11-01 08:13:00,8,1,11,Sun,North Station,Fenway,Uber,UberX,25.2,3.66,1,rain,40.35,0.66,0.86,3.11,4.14,268
85984,2020-11-26 19:56:00,19,26,11,Thu,North Station,Fenway,Uber,UberPool,25.2,3.66,1,cloudy,42.87,0,0.61,9.47,14.84,352.1
9285e,2020-11-14 16:15:00,16,14,11,Sat,West End,Northeastern University,Uber,UberXL,25.2,3.696,1,cloudy,43.82,0.29,0.73,7.34,8.52,324.6
66ab5,2020-11-12 13:05:00,13,12,11,Thu,Haymarket Square,Beacon Hill,Uber,Black SUV,25.2,1.632,1,clear-day,31.98,0,0.78,2.13,4.26,289.1
487a0,2020-11-11 22:25:00,22,11,11,Wed,Beacon Hill,North End,Uber,WAV,25.2,1.62,1,partly-cloudy-night,33.38,0,0.59,1.91,3.84,326.4
b040b,2020-11-13 05:45:00,5,13,11,Fri,Beacon Hill,Northeastern University,Uber,UberPool,25.2,2.304,1,cloudy,46.58,0,0.91,5.31,8.29,295.9
2b161,2020-11-14 10:10:00,10,14,11,Sat,Fenway,Back Bay,Uber,Black,25.2,1.8,1,cloudy,41.5,0,0.71,6.37,8.2,306.7
16c20,2020-11-01 01:38:00,1,1,11,Sun,Beacon Hill,Northeastern University,Uber,UberXL,25.2,1.908,1,clear-night,36.92,0,0.8,1.78,2.35,272.5
9bf29,2020-11-24 17:47:00,17,24,11,Tue,South Station,North Station,Uber,Taxi,25.2,1.896,1,cloudy,47.23,0.12,0.86,4.15,5.15,291.9
ec8b4,2020-11-11 13:40:00,13,11,11,Wed,South Station,Back Bay,Uber,Black SUV,25.2,2.268,1,partly-cloudy-day,23.58,0,0.62,3.25,3.52,326.3
9c880,2020-11-13 21:00:00,21,13,11,Fri,Financial District,Northeastern University,Uber,UberX,25.2,3.96,1,partly-cloudy-day,51.05,0,0.61,5.37,5.42,300.1
d455d,2020-11-16 13:05:00,13,16,11,Mon,Back Bay,North End,Uber,Taxi,25.2,2.796,1,partly-cloudy-day,26.01,0,0.49,13.68,25.73,371.6
8d694,2020-11-26 13:44:00,13,26,11,Thu,Fenway,Beacon Hill,Uber,WAV,25.2,2.952,1,partly-cloudy-day,37.38,0,0.68,5.85,5.9,345.9
8e8fe,2020-11-25 17:30:00,17,25,11,Wed,West End,Boston University,Uber,Taxi,25.2,3.36,1,cloudy,42.74,0,0.76,11.85,15.16,321.8
dceeb,2020-11-11 12:35:00,12,11,11,Wed,North End,Theatre District,Uber,Black SUV,25.2,1.692,1,partly-cloudy-night,21.41,0,0.63,3.32,3.37,327.1
7264a,2020-11-11 13:05:00,13,11,11,Wed,Boston University,North Station,Uber,WAV,25.2,4.068,1,partly-cloudy-day,23.58,0,0.62,3.25,3.52,326.3
91aaf,2020-11-01 21:58:00,21,1,11,Sun,South Station,Back Bay,Uber,UberX,25.2,4.236,1,rain,53.5,0.46,0.93,4.24,4.32,280.6
22ead,2020-11-01 22:43:00,22,1,11,Sun,Boston University,Beacon Hill,Uber,UberPool,25.2,3.876,1,partly-cloudy-night,50.51,0,0.49,6.8,10.14,317.6
9d898,2020-11-25 14:12:00,14,25,11,Wed,Beacon Hill,South Station,Uber,UberXL,25.2,1.764,1,cloudy,43.41,0.32,0.89,6.75,7.54,327.3
29efc,2020-11-12 04:40:00,4,12,11,Thu,Fenway,Theatre District,Uber,Black,25.2,3.192,1,cloudy,32.5,0,0.69,1.59,2.4,308
1e96c,2020-11-01 16:37:00,16,1,11,Sun,North Station,South Station,Uber,UberX,25.2,2.604,1,rain,47.92,1,0.92,6.62,6.67,275.5
ea6cf,2020-11-12 20:45:00,20,12,11,Thu,Boston University,Beacon Hill,Uber,WAV,25.2,3.348,1,partly-cloudy-day,46.75,0,0.55,3.77,4.03,287
44164,2020-11-15 05:55:00,5,15,11,Sun,Northeastern University,Beacon Hill,Uber,Black SUV,25.2,3.132,1,rain,40.67,0.74,0.88,9.2,12.34,327
3.00E+222,2020-11-14 04:50:00,4,14,11,Sat,Beacon Hill,Haymarket Square,Uber,UberXL,25.2,1.62,1,clear-night,42.1,0,0.67,4.65,5.88,293.9
0c5b6,2020-11-24 12:32:00,12,24,11,Tue,Northeastern University,Back Bay,Uber,UberPool,25.2,1.968,1,cloudy,42.7,0,0.91,2.48,2.58,295.6
5d948,2020-11-13 02:30:00,2,13,11,Fri,Haymarket Square,Back Bay,Uber,Black,25.2,2.448,1,cloudy,43.67,0,0.87,3.88,3.97,291.3
80b21,2020-11-26 21:53:00,21,26,11,Thu,Financial District,Haymarket Square,Uber,Taxi,25.2,1.5,1,cloudy,42.75,0,0.58,9.22,11.58,353.1
e4ab5,2020-11-24 12:44:00,12,24,11,Tue,Back Bay,North End,Uber,WAV,25.2,3.792,1,cloudy,42.7,0,0.91,2.48,2.58,295.6
b70b4,2020-11-01 17:32:00,17,1,11,Sun,Beacon Hill,Northeastern University,Uber,UberXL,25.2,3.42,1,partly-cloudy-day,55.99,0,0.61,9.36,15.05,302
504cf,2020-11-01 08:08:00,8,1,11,Sun,North Station,Boston University,Uber,Taxi,25.2,3.612,1,fog,47.09,0,0.93,0.98,1.03,292.3
d642f,2020-11-25 02:36:00,2,25,11,Wed,North Station,Fenway,Uber,UberPool,25.2,3.66,1,rain,44.98,1,0.92,11.91,11.96,289
248ff,2020-11-27 12:47:00,12,27,11,Fri,Northeastern University,West End,Uber,Black SUV,25.2,3.432,1,partly-cloudy-day,39.75,0,0.62,8.07,11.53,339.7
76884,2020-11-15 01:45:00,1,15,11,Sun,Northeastern University,Theatre District,Uber,Black,25.2,2.292,1,rain,42.01,1,0.89,8.61,11.8,322.9
75993,2020-11-25 20:27:00,20,25,11,Wed,Financial District,Northeastern University,Uber,UberX,25.2,8.952,1,partly-cloudy-day,44.42,0,0.67,9.48,11.72,309.3
120da,2020-11-27 21:07:00,21,27,11,Fri,Financial District,Northeastern University,Uber,Black,25.2,8.952,1,partly-cloudy-night,43.37,0,0.53,9.93,15.15,303.6
987ae,2020-11-28 07:18:00,7,28,11,Sat,West End,Boston University,Uber,Black SUV,25.2,3.36,1,clear-night,31.82,0,0.83,2.12,2.86,284.8
9a332,2020-11-01 06:08:00,6,1,11,Sun,West End,South Station,Uber,UberXL,25.2,2.568,1,fog,46.98,0,0.94,1.18,2.07,288.8
868fa,2020-11-13 08:40:00,8,13,11,Fri,North End,Beacon Hill,Uber,UberX,25.2,1.752,1,cloudy,48.21,0,0.87,4.64,7.83,294.7
be89b,2020-11-13 19:25:00,19,13,11,Fri,South Station,West End,Uber,Taxi,25.2,2.256,1,clear-day,54.5,0,0.63,3.06,4.01,299.6
073f8,2020-11-26 17:20:00,17,26,11,Thu,Back Bay,Fenway,Uber,UberPool,25.2,1.608,1,cloudy,42.17,0,0.61,8.69,14.88,350.3
cf3c3,2020-11-25 07:00:00,7,25,11,Wed,Haymarket Square,Beacon Hill,Uber,WAV,25.2,1.62,1,rain,44.69,1,0.88,10.95,13.91,284
29d56,2020-11-11 09:45:00,9,11,11,Wed,West End,North End,Uber,Black,25.2,1.476,1,clear-night,21.63,0,0.64,3.27,3.32,325
6db71,2020-11-14 19:05:00,19,14,11,Sat,Financial District,Northeastern University,Uber,UberXL,25.2,3.96,1,cloudy,44.46,0,0.69,8.05,13.42,320.6
14390,2020-11-26 23:20:00,23,26,11,Thu,Theatre District,Northeastern University,Uber,WAV,25.2,2.172,1,cloudy,40.75,0,0.67,9.56,14.37,352.9
c99bb,2020-11-01 06:43:00,6,1,11,Sun,North End,Theatre District,Uber,UberX,25.2,1.692,1,fog,46.98,0,0.94,1.18,2.07,288.8
ad36e,2020-11-26 22:33:00,22,26,11,Thu,South Station,Theatre District,Uber,Taxi,25.2,1.56,1,cloudy,41.83,0,0.62,9.01,12.7,352.7
b2802,2020-11-27 00:49:00,0,27,11,Fri,North Station,Fenway,Uber,UberPool,25.2,3.744,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
d0070,2020-11-01 10:43:00,10,1,11,Sun,Financial District,Northeastern University,Uber,Black SUV,25.2,3.444,1,cloudy,49.83,0,0.92,2.67,2.72,294.6
c061b,2020-11-25 03:15:00,3,25,11,Wed,Haymarket Square,Beacon Hill,Uber,UberXL,25.2,1.632,1,rain,45.13,1,0.87,11.07,16.87,288.2
571b8,2020-11-26 12:59:00,12,26,11,Thu,Northeastern University,West End,Uber,UberPool,25.2,3.432,1,partly-cloudy-day,37.93,0,0.69,5.35,6.93,345.4
17f2b,2020-11-15 07:00:00,7,15,11,Sun,Fenway,West End,Uber,UberX,25.2,3.264,1,rain,39.81,0.85,0.89,9.26,11.56,329
045fa,2020-11-26 20:38:00,20,26,11,Thu,North Station,Fenway,Uber,WAV,25.2,3.66,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
97640,2020-11-12 21:55:00,21,12,11,Thu,South Station,Theatre District,Uber,Black SUV,25.2,1.344,1,partly-cloudy-night,44.31,0,0.64,3.18,4.35,288.1
c31f0,2020-11-27 13:43:00,13,27,11,Fri,North End,West End,Uber,Taxi,25.2,1.392,1,clear-day,41.69,0,0.58,8.37,12.5,333.4
39a3f,2020-11-15 17:15:00,17,15,11,Sun,North Station,Northeastern University,Uber,Black,25.2,4.044,1,cloudy,39.11,0,0.88,7.71,7.76,326.5
d9ea1,2020-11-27 07:18:00,7,27,11,Fri,Boston University,West End,Uber,Black,25.2,3.648,1,partly-cloudy-night,40.2,0,0.66,9.23,13.8,342
7.90E+53,2020-11-01 06:07:00,6,1,11,Sun,Financial District,Northeastern University,Uber,WAV,25.2,3.96,1,fog,46.98,0,0.94,1.18,2.07,288.8
92840,2020-11-14 18:15:00,18,14,11,Sat,West End,Boston University,Uber,Taxi,25.2,3.36,1,cloudy,44.22,0.14,0.75,7.65,8.94,321.1
474c8,2020-11-28 02:07:00,2,28,11,Sat,Back Bay,South Station,Uber,Taxi,25.2,4.14,1,clear-night,38.51,0,0.65,6.61,8.51,294.8
0d16f,2020-11-11 16:30:00,16,11,11,Wed,Boston University,North Station,Uber,UberXL,25.2,4.068,1,partly-cloudy-day,31.86,0,0.54,2.41,3.23,323.9
dd837,2020-11-25 16:57:00,16,25,11,Wed,Boston University,North Station,Uber,WAV,25.2,4.068,1,cloudy,42.4,0,0.81,11.09,17.46,331.4
a7574,2020-11-27 00:53:00,0,27,11,Fri,Boston University,West End,Uber,Black SUV,25.2,3.648,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
20b45,2020-11-01 01:52:00,1,1,11,Sun,Boston University,Back Bay,Uber,Black,25.2,1.872,1,clear-night,36.92,0,0.8,1.78,2.35,272.5
6.00E+59,2020-11-13 05:05:00,5,13,11,Fri,West End,Fenway,Uber,UberPool,25.2,3.408,1,cloudy,46.58,0,0.91,5.31,8.29,295.9
c89f5,2020-11-28 05:23:00,5,28,11,Sat,Boston University,West End,Uber,UberX,25.2,3.648,1,clear-night,35.18,0,0.73,4.67,4.98,287.8
aaf97,2020-11-02 02:53:00,2,2,11,Mon,Boston University,Back Bay,Uber,WAV,25.2,1.872,1,partly-cloudy-night,46.52,0,0.61,7.57,9.93,327.6
d9d09,2020-11-13 08:35:00,8,13,11,Fri,West End,Boston University,Uber,Black,25.2,3.36,1,cloudy,48.21,0,0.87,4.64,7.83,294.7
7b9ae,2020-11-25 05:36:00,5,25,11,Wed,Fenway,North Station,Uber,UberXL,25.2,3.684,1,rain,44.97,1,0.89,10.68,17.44,286.6
314d2,2020-11-27 04:14:00,4,27,11,Fri,Northeastern University,Back Bay,Uber,UberX,25.2,1.968,1,partly-cloudy-night,39.58,0,0.68,8.45,9.65,344.6
baa4a,2020-11-26 20:14:00,20,26,11,Thu,Beacon Hill,North End,Uber,Black SUV,25.2,1.62,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
e9010,2020-11-26 20:56:00,20,26,11,Thu,West End,Fenway,Uber,Taxi,25.2,3.408,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
98408,2020-11-27 17:13:00,17,27,11,Fri,Boston University,West End,Uber,UberPool,25.2,3.648,1,partly-cloudy-day,45.31,0,0.48,11.17,22.46,311.9
c780a,2020-11-25 14:36:00,14,25,11,Wed,South Station,North Station,Uber,UberXL,25.2,1.896,1,cloudy,43.41,0.32,0.89,6.75,7.54,327.3
50820,2020-11-25 13:12:00,13,25,11,Wed,Back Bay,Boston University,Uber,Black,25.2,1.728,1,rain,46.34,0.61,0.92,5.16,5.21,320.7
4b840,2020-11-13 12:30:00,12,13,11,Fri,North End,West End,Uber,Taxi,25.2,1.62,1,cloudy,48.61,0.18,0.86,3.45,6.49,295
f9cc9,2020-11-15 06:50:00,6,15,11,Sun,Financial District,Northeastern University,Uber,UberPool,25.2,3.96,1,rain,40.59,0.56,0.89,10.09,12.54,328.4
128c7,2020-11-12 01:10:00,1,12,11,Thu,Fenway,West End,Uber,Black SUV,25.2,3.264,1,cloudy,32.04,0,0.63,2.33,3.31,322.8
b8fc6,2020-11-28 11:42:00,11,28,11,Sat,Boston University,West End,Uber,WAV,25.2,3.648,1,clear-night,30.49,0,0.84,2.46,3.46,277.7
03a9f,2020-11-14 21:25:00,21,14,11,Sat,Theatre District,Haymarket Square,Uber,UberX,25.2,1.932,1,cloudy,44.24,0,0.7,8.21,10.4,320
41552,2020-11-13 07:40:00,7,13,11,Fri,South Station,Theatre District,Uber,Black SUV,25.2,1.56,1,partly-cloudy-night,48.06,0,0.89,5.14,7.92,295.4
88729,2020-11-01 15:23:00,15,1,11,Sun,North Station,Fenway,Uber,UberXL,25.2,3.66,1,rain,46.8,1,0.9,6.64,8.61,275.4
9f11b,2020-11-01 16:57:00,16,1,11,Sun,Fenway,North Station,Uber,UberPool,25.2,3.708,1,partly-cloudy-day,58.62,0,0.67,7.78,10.23,298.5
28c1d,2020-11-11 19:25:00,19,11,11,Wed,North Station,Northeastern University,Uber,UberX,25.2,4.044,1,partly-cloudy-day,34.25,0,0.54,2.58,3.81,328.7
50beb,2020-11-25 16:39:00,16,25,11,Wed,Beacon Hill,North End,Uber,UberXL,25.2,1.62,1,cloudy,42.4,0,0.81,11.09,17.46,331.4
ce5f9,2020-11-28 09:28:00,9,28,11,Sat,North End,West End,Uber,WAV,25.2,1.62,1,clear-night,31.44,0,0.83,2.95,3,280.8
d5137,2020-11-15 18:10:00,18,15,11,Sun,Boston University,North Station,Uber,Black SUV,25.2,4.068,1,cloudy,40.15,0,0.82,7.12,8.86,333.7
4d9c4,2020-11-14 01:40:00,1,14,11,Sat,West End,North End,Uber,UberPool,25.2,1.476,1,partly-cloudy-night,43.59,0,0.68,4.63,7.07,295.3
e55e3,2020-11-01 09:38:00,9,1,11,Sun,North End,Theatre District,Uber,Taxi,25.2,1.692,1,partly-cloudy-night,33.27,0,0.8,4.02,4.07,280.8
13377,2020-11-25 03:30:00,3,25,11,Wed,North Station,Northeastern University,Uber,Black,25.2,3.96,1,rain,45.13,1,0.87,11.07,16.87,288.2
b1869,2020-11-27 06:48:00,6,27,11,Fri,Haymarket Square,Theatre District,Uber,Black SUV,25.2,1.416,1,partly-cloudy-night,40.14,0,0.67,9.35,13.26,342.5
f1d2f,2020-11-01 12:23:00,12,1,11,Sun,North End,Theatre District,Uber,UberX,25.2,1.692,1,partly-cloudy-day,33.47,0,0.77,4.87,4.92,277.5
364de,2020-11-01 13:18:00,13,1,11,Sun,Boston University,Theatre District,Uber,UberXL,25.2,3.576,1,partly-cloudy-day,37.35,0,0.7,5.99,6.33,277.9
e121d,2020-11-27 20:22:00,20,27,11,Fri,North Station,Fenway,Uber,WAV,25.2,3.66,1,partly-cloudy-day,43.9,0,0.52,10.61,17.13,305.3
2a9b9,2020-11-25 06:12:00,6,25,11,Wed,Fenway,West End,Uber,Taxi,25.2,3.264,1,rain,44.43,1,0.91,11.55,12.65,284.8
e4e66,2020-11-27 12:17:00,12,27,11,Fri,North End,Financial District,Uber,Black,25.2,1.464,1,partly-cloudy-day,39.75,0,0.62,8.07,11.53,339.7
bf5a6,2020-11-01 16:02:00,16,1,11,Sun,Fenway,Theatre District,Uber,UberPool,25.2,3.192,1,partly-cloudy-day,58.62,0,0.67,7.78,10.23,298.5
1144a,2020-11-15 16:25:00,16,15,11,Sun,Haymarket Square,Beacon Hill,Uber,Black SUV,25.2,1.632,1,cloudy,39.02,0,0.86,6.15,7.22,324.9
b36bf,2020-11-24 19:23:00,19,24,11,Tue,Northeastern University,North Station,Uber,Taxi,25.2,3.864,1,cloudy,46.47,0.1,0.83,7.48,7.53,291.9
bb55e,2020-11-15 16:30:00,16,15,11,Sun,North Station,Fenway,Uber,UberX,25.2,3.66,1,cloudy,39.02,0,0.86,6.15,7.22,324.9
c5cdd,2020-11-27 14:38:00,14,27,11,Fri,South Station,Theatre District,Uber,WAV,25.2,1.56,1,partly-cloudy-day,42.79,0,0.56,8.34,15.93,329.7
59d1a,2020-11-28 12:17:00,12,28,11,Sat,West End,Boston University,Uber,Black,25.2,3.432,1,clear-day,30.79,0,0.83,2.44,3.82,277.4
b9158,2020-11-25 19:09:00,19,25,11,Wed,Haymarket Square,Theatre District,Uber,UberXL,25.2,1.392,1,partly-cloudy-day,44.35,0,0.7,9.35,13.78,311.5
de0b9,2020-11-11 12:05:00,12,11,11,Wed,Beacon Hill,South Station,Uber,UberPool,25.2,2.976,1,partly-cloudy-night,21.41,0,0.63,3.32,3.37,327.1
30c9e,2020-11-27 22:18:00,22,27,11,Fri,Northeastern University,Theatre District,Uber,UberX,25.2,2.292,1,partly-cloudy-night,41.79,0,0.56,9.16,14.48,298.6
5.27E+10,2020-11-13 22:45:00,22,13,11,Fri,Northeastern University,Theatre District,Uber,Black SUV,25.2,2.292,1,partly-cloudy-night,48.31,0,0.62,5.21,8.96,297.9
9b514,2020-11-15 15:35:00,15,15,11,Sun,West End,North End,Uber,UberXL,25.2,1.476,1,cloudy,38.27,0.07,0.85,6.49,8.58,324.3
b8508,2020-11-01 16:48:00,16,1,11,Sun,Northeastern University,Back Bay,Uber,Black,25.2,1.824,1,partly-cloudy-day,58.62,0,0.67,7.78,10.23,298.5
e607d,2020-11-25 09:12:00,9,25,11,Wed,North End,North Station,Uber,WAV,25.2,1.236,1,rain,46.28,1,0.91,8.79,15.21,289.1
6feca,2020-11-24 17:53:00,17,24,11,Tue,Boston University,Financial District,Uber,Taxi,25.2,4.452,1,cloudy,47.23,0.12,0.86,4.15,5.15,291.9
1e846,2020-11-15 05:15:00,5,15,11,Sun,Boston University,Financial District,Uber,UberPool,25.2,4.452,1,rain,40.67,0.74,0.88,9.2,12.34,327
fe38a,2020-11-25 01:24:00,1,25,11,Wed,Back Bay,Haymarket Square,Uber,WAV,25.2,2.64,1,rain,45.01,1,0.92,11.93,11.98,289.6
3e52b,2020-11-11 14:20:00,14,11,11,Wed,Financial District,Northeastern University,Uber,Black SUV,25.2,3.672,1,partly-cloudy-day,26.95,0,0.57,3.04,4.2,325.4
1869e,2020-11-12 14:30:00,14,12,11,Thu,Beacon Hill,Haymarket Square,Uber,UberPool,25.2,1.476,1,clear-day,37.48,0,0.68,2.95,5.25,288.2
c34ac,2020-11-13 11:50:00,11,13,11,Fri,Beacon Hill,North End,Uber,Taxi,25.2,1.752,1,cloudy,48.74,0.12,0.86,3.4,6.71,294.5
d21e3,2020-11-27 01:48:00,1,27,11,Fri,Haymarket Square,Beacon Hill,Uber,UberXL,25.2,1.092,1,partly-cloudy-night,39.82,0,0.7,8.34,11.52,347.8
53941,2020-11-01 16:13:00,16,1,11,Sun,Fenway,Theatre District,Uber,Black,25.2,3.192,1,partly-cloudy-day,41.41,0,0.59,3.72,4.93,275.7
bb113,2020-11-01 02:52:00,2,1,11,Sun,Back Bay,North End,Uber,UberX,25.2,3.24,1,partly-cloudy-night,37.9,0,0.8,1.85,2.36,272
3aeeb,2020-11-25 15:03:00,15,25,11,Wed,Fenway,Theatre District,Uber,UberXL,25.2,3.192,1,cloudy,41.89,0.15,0.87,10.35,14.75,333.6
20cbb,2020-11-01 17:08:00,17,1,11,Sun,Theatre District,Haymarket Square,Uber,WAV,25.2,1.932,1,rain,48.18,1,0.94,5.82,8.46,278.2
8276,2020-11-16 04:50:00,4,16,11,Mon,West End,Northeastern University,Uber,Black SUV,25.2,3.696,1,cloudy,38.61,0,0.67,6.72,11.29,363.1
25471,2020-11-01 02:48:00,2,1,11,Sun,West End,Boston University,Uber,UberX,25.2,3.36,1,cloudy,38.29,0,0.69,3.34,4.56,288.4
a91f7,2020-11-16 18:40:00,18,16,11,Mon,Northeastern University,Financial District,Uber,Taxi,25.2,3.204,1,clear-day,32.2,0,0.39,13.07,22.26,374.5
f3583,2020-11-07 23:28:00,23,7,11,Sat,West End,Fenway,Uber,UberPool,25.2,3.408,1,clear-night,31.66,0,0.56,5.33,6.23,302
cc416,2020-11-16 05:25:00,5,16,11,Mon,Back Bay,Boston University,Uber,Black,25.2,1.692,1,cloudy,37.67,0,0.64,8.95,15.13,362
61a96,2020-11-28 18:52:00,18,28,11,Sat,Haymarket Square,Theatre District,Uber,UberXL,25.2,1.416,1,cloudy,42.49,0,0.55,3.41,3.46,270.9
5275c,2020-11-01 00:32:00,0,1,11,Sun,North Station,Boston University,Uber,Taxi,25.2,3.612,1,cloudy,49.85,0,0.93,2.67,3.12,285.8
8.21E+10,2020-11-25 23:24:00,23,25,11,Wed,Boston University,Back Bay,Uber,Black,25.2,1.872,1,partly-cloudy-night,41.78,0,0.69,7.66,11.55,306.3
93ae7,2020-11-25 11:00:00,11,25,11,Wed,Beacon Hill,Haymarket Square,Uber,WAV,25.2,1.62,1,rain,47.63,1,0.9,5.4,5.45,303.4
f9bdb,2020-11-01 17:13:00,17,1,11,Sun,Back Bay,Boston University,Uber,Black SUV,25.2,1.68,1,rain,48.18,1,0.94,5.82,8.46,278.2
c4358,2020-11-27 20:18:00,20,27,11,Fri,North Station,Northeastern University,Uber,UberX,25.2,3.384,1,partly-cloudy-day,43.9,0,0.52,10.61,17.13,305.3
5dd93,2020-11-14 17:25:00,17,14,11,Sat,North End,Theatre District,Uber,UberPool,25.2,1.692,1,cloudy,44.21,0.29,0.73,7.47,8.92,321.6
54ce7,2020-11-27 04:38:00,4,27,11,Fri,Back Bay,Haymarket Square,Uber,WAV,25.2,2.784,1,partly-cloudy-night,39.58,0,0.68,8.45,9.65,344.6
b3bbc,2020-11-08 00:23:00,0,8,11,Sun,South Station,Back Bay,Uber,Taxi,25.2,2.268,1,clear-night,31.08,0,0.56,5.05,5.35,302.3
25211,2020-11-11 14:25:00,14,11,11,Wed,Boston University,West End,Uber,Black SUV,25.2,3.648,1,partly-cloudy-day,26.95,0,0.57,3.04,4.2,325.4
87876,2020-11-14 02:35:00,2,14,11,Sat,Boston University,West End,Uber,UberXL,25.2,3.648,1,partly-cloudy-night,42.27,0,0.68,4.61,5.75,294.5
52f39,2020-11-28 10:32:00,10,28,11,Sat,Theatre District,Boston University,Uber,UberPool,25.2,3.144,1,clear-night,31.08,0,0.83,2.96,3.01,279.3
97bc2,2020-11-25 08:51:00,8,25,11,Wed,Boston University,West End,Uber,Black,25.2,3.648,1,rain,45.69,1,0.9,10.05,17.66,287.2
8ea95,2020-11-12 04:50:00,4,12,11,Thu,South Station,Theatre District,Uber,UberX,25.2,1.56,1,cloudy,32.5,0,0.69,1.59,2.4,308
0f10a,2020-11-11 08:25:00,8,11,11,Wed,Northeastern University,North Station,Uber,Taxi,25.2,3.864,1,clear-night,20.37,0,0.63,3.37,3.42,324.4
39b2e,2020-11-01 20:02:00,20,1,11,Sun,North End,West End,Uber,UberPool,25.2,1.332,1,rain,51.1,0.59,0.94,2.79,2.84,280.6
da7b9,2020-11-01 19:33:00,19,1,11,Sun,Back Bay,South Station,Uber,WAV,25.2,4.14,1,rain,51.28,1,0.91,3.31,3.36,280.4
8c8b4,2020-11-24 07:29:00,7,24,11,Tue,Financial District,Northeastern University,Uber,Black,25.2,3.96,1,cloudy,43.42,0,0.89,1.94,1.99,302.6
fa1ba,2020-11-16 05:35:00,5,16,11,Mon,Theatre District,Fenway,Uber,UberX,25.92,3.192,1,cloudy,37.67,0,0.64,8.95,15.13,362
017ee,2020-11-25 13:06:00,13,25,11,Wed,Northeastern University,Beacon Hill,Uber,Black SUV,25.92,3.156,1,rain,46.34,0.61,0.92,5.16,5.21,320.7
ca1bf,2020-11-01 16:17:00,16,1,11,Sun,Haymarket Square,Back Bay,Uber,UberXL,25.92,2.148,1,rain,47.92,1,0.92,6.62,6.67,275.5
43166,2020-11-25 14:12:00,14,25,11,Wed,Fenway,North Station,Uber,Black SUV,25.92,3.684,1,cloudy,43.41,0.32,0.89,6.75,7.54,327.3
4718c,2020-11-27 18:18:00,18,27,11,Fri,Beacon Hill,North End,Uber,Taxi,25.92,2.628,1,partly-cloudy-day,45.05,0,0.5,12.48,23.65,311.4
67d96,2020-11-26 12:50:00,12,26,11,Thu,Back Bay,Boston University,Uber,UberX,25.92,1.692,1,partly-cloudy-day,37.93,0,0.69,5.35,6.93,345.4
d6cb5,2020-11-25 12:21:00,12,25,11,Wed,Beacon Hill,Haymarket Square,Uber,UberPool,25.92,1.62,1,rain,47.7,0.94,0.89,4.47,4.52,311.9
13bb4,2020-11-26 19:56:00,19,26,11,Thu,Haymarket Square,Beacon Hill,Uber,UberXL,25.92,1.632,1,cloudy,42.87,0,0.61,9.47,14.84,352.1
5ff5a,2020-11-01 20:03:00,20,1,11,Sun,Fenway,Theatre District,Uber,WAV,25.92,3.192,1,partly-cloudy-day,44.54,0,0.53,1.86,3.68,271.2
ee7e9,2020-11-25 16:15:00,16,25,11,Wed,Beacon Hill,Haymarket Square,Uber,Black,25.92,1.476,1,cloudy,42.4,0,0.81,11.09,17.46,331.4
a91d8,2020-11-12 20:25:00,20,12,11,Thu,Financial District,Boston University,Uber,UberXL,25.92,5.328,1,partly-cloudy-day,46.75,0,0.55,3.77,4.03,287
